Author,Content,Date,Note,Réponse,Date Réponse,Contenu de la réponse
CHRISTINE DIEUDONNE,j ai eu besoin de renseignement en direct il on t ete tres sympas et tres efficace ravie i,10/11/2018,5,,,
david BEDENES,problème d affichage et lenteur du site par rapport a la concurrencecordialement,10/11/2018,3,Réponse : Cdiscount,12/11/2018,"Bonjour David, Dites m'en plus, les retours de nos clients sont précieux.MerciLéa"
moun,à priori tout c'est bien passer pour ma commande à voir dans le temps,10/11/2018,5,,,
JACKY FUMOLEAU,la commande s'est bien passée mais j'espère recevoir le bon produit car ma dernière commande j'ai reçu pas la bonne échelle,10/11/2018,5,,,
karol robert,,10/11/2018,4,,,
TURPIN,,10/11/2018,4,,,
DAVID MARTELOT,,10/11/2018,5,,,
sandrine seité,"très bon site ,très bon produit,site à recommandé",10/11/2018,4,,,
Stéphanie senay,,10/11/2018,5,,,
Eric NORJOUX,,10/11/2018,5,,,
GRANGEON FRANCINE,,10/11/2018,5,,,
patricia bouvier,"Super très contente de Cdiscount, j'espère que la livraison sera à temps.",10/11/2018,2,,,
Marie Benitha Joseph,très bien;bo,10/11/2018,5,,,
jeremy rollet,Excellente qualité et rapport qualité prix,10/11/2018,5,,,
JEROME LEGROUX,,10/11/2018,5,,,
Mariyan MAMMAEVA,je sais pas pourquoi on peut pas payer en 2 fois...,10/11/2018,4,Réponse : Cdiscount,12/11/2018,Le minimum est 4x ;)
Myriam Cardot,commande assez simple à appliquer et compréhensible,10/11/2018,4,,,
User,Je déteste qu'on m'oblige à faire ce que je n'ai pas envie... comme poster un avis...,10/11/2018,4,,,
MOussama mouss,REFERENCES DISPONIBLE ET FACILE A TROUVERLES PRIX SONT CORRECTS AU NIVEAU QUALITE PRIX.,10/11/2018,5,,,
Sandrine,Site très facile d'utilisation pour commander des produits à prix moins chers.,10/11/2018,4,,,
Baptiste,néant néa&nt,10/11/2018,2,Réponse : Cdiscount,12/11/2018,?
Aude Legenty,depuis que je suis cliente chez vous je n'ai jamais eu un geste commerciale sans passer par ma carte bancaire pour moi ce n'est pas logique avec toutes les arnaques je me méfie,10/11/2018,1,Réponse : Cdiscount,12/11/2018,"Bonjour Aude, Merci pour votre fidélité, notre service client va prendre contact avec vous.Bonne journéeLéa"
JAF,"bien pour l'existence de frais de port gratuits (ça permet de commander plusieurs fois le même article sans surcoût comme sur Amazon.Ce serait bien d'ajouter le calcul total des frais de port avant validation, pour que l'on puisse ajuster notre commande en fonction.",10/11/2018,4,,,
Djamel BENKADA,satisfait.tres bien,10/11/2018,4,,,
STEPHANIE PARRA,,10/11/2018,5,,,
Liliane MARIE,Ravie d'être passée par Cdiscount pour ma commande.,10/11/2018,5,,,
VANHOVE,très facile et excellent rapport qualité/prix,10/11/2018,5,,,
blandin,un peu compliqué et pas de possibilité de choisir d'autres modes de livraisons,10/11/2018,3,Réponse : Cdiscount,12/11/2018,"Comment ca ? Nous proposons différents mode d'expéditions. N'hésitez pas si besoin,Léa"
Vincent,"Site marchand fiable, efficace et au large choix de produit à prix intéressant.",10/11/2018,4,,,
Yannick BEKKAI,,10/11/2018,4,,,
christelle ruiz perez,j ai fais une premiére commande et je suis déçue car ma commande est arrivé au relais de la loupe alors que j'avais demandé Senonches et en plus c'était le marché ce jour là et le livreur ne s'est pas embété il à été  à la loupe ..moi ca me fait plus de km 20km de plus .j'ai voulu contacté le livreur sans réponse de sa part c'est inadmissible,10/11/2018,3,Réponse : Cdiscount,12/11/2018,"Bonjour Christelle,J'en suis désolée, notre service client va prendre contact avec vous.Bien à vousLéa"
Audrey,"J'achète depuis longtemps chez eux mais là pour cette fois ci c'est vraiment se moquer du consommateur. J'ai reçu une couette rempli de tâche et de rouille, qu'elle honte d'envoyer cela à ses clients. Vraiment déçu.",10/11/2018,2,Réponse : Cdiscount,12/11/2018,"Bonjour Audrey,Je suis vraiment désolée pour cela, nous allons mener l'enquête ce n'est absolument pas normal ! Un message privé vous a été envoyé.Bonne journéeLéa"
isa64300,toujours beaucoup de choix et des délais de livraison respectés,10/11/2018,5,,,
Veronique paquelier,,10/11/2018,5,,,
CHRISTIAN LAFONT,tous c'est bien passé chaque fois que je commande les délais sont court la livraison gratuite dans mon village,10/11/2018,5,,,
Louca,"Rarement déçu, produits conformes, livraisons en temps prévu. Satisfaisant.",10/11/2018,4,,,
Client,commande passée rapidement. Maintenant à voir à la livraison,10/11/2018,4,,,
jean-paul libert,"cela fait quelques années que j'achète sur ce site, j'ai rien à dire tout se passe bien à chaque commande si un problème survient le service intervient rapidement et règle le problème de suite  je recommande ce site .",10/11/2018,5,,,
Lauriane Bloquet,Commande facile et efficace,10/11/2018,4,,,
Mme AGNES SUDUL,"site très fonctionnel, je reviendrai et recommande aux utilisateurs.",10/11/2018,5,,,
Mme NICOLE ROUGIER,BON TRAITEMENT DE COMMANDE MAIS PAIEMENT COMPLIQUE;,10/11/2018,4,,,
katia GOUVEIA,"excellent site, achat sans difficulté et avec sécurité optimale",10/11/2018,5,,,
bekkaye mesbah,bien tres satisfer mais cela serez bien d avoir servi client personnaliser0 avoir le meme interlocuteur,10/11/2018,4,,,
Nathalie ROUARD,,10/11/2018,5,,,
Myr LAURENT,3 PROBLEMES DE PAIEMENT D'AFFILEE... heureusement que nous avons plusieurs cartes bancaires!!,10/11/2018,3,Réponse : Cdiscount,12/11/2018,"Bonjour, Pouvez-vous m'expliquer ce qu'il s'est passé svp ? MerciLéa"
jocelyne pruvot,jusqu'à maintenant tout se passe bien,10/11/2018,5,,,
monge alain,,10/11/2018,5,,,
Didier CAPPE,Très bien   merci         .,10/11/2018,5,,,
madeleine harmegnies,,10/11/2018,5,,,
SYLVIE,,10/11/2018,4,,,
Stephanie,"Bon prix, livraison rapide",10/11/2018,4,,,
JEAN FRANCOIS NAVARRO,pas toujours évident de trouver l'article souhaité,10/11/2018,4,,,
marie coppens,,10/11/2018,4,,,
Eric RAFECAS,"Je recommande, parfait",10/11/2018,5,,,
JOULOT,Le site est clair . Les délais annoncés sont corrects,10/11/2018,4,,,
Pierre PREVOST,,10/11/2018,4,,,
rudy jeanne,,10/11/2018,4,,,
LOUBNA GOURIRRAN,,10/11/2018,5,,,
Philippe G,LE MEILLEUR PRIX POUR L'ARTICLE COMMANDEE,10/11/2018,5,,,
sylvia DUBOS,j adore commander chez c discount jamais eu de problemes,10/11/2018,5,,,
LIONEL CZWOJDRAK,je commande souvant pour le choix des produits varié et surtout le plus souvent moins cher que les autres sites.,10/11/2018,5,,,
Client,,10/11/2018,4,,,
Michel SCHUMACHER,Réponse rapide et ciblée si le fournisseur fait défaut.Excellent,10/11/2018,5,,,
liliane donnadieu,,10/11/2018,4,,,
alain,tout est ok comme d'habitude,10/11/2018,5,,,
Gérard,,10/11/2018,5,,,
CHRISTOPHE PRADAUD,Des années que je commande ici et aucun problème avec des dizaines de commandes à mon actif... SAV au top,10/11/2018,5,,,
ABIRA,"J'adore acheter sur ce site , malgré des fois les conditions de livraison , les frais et les dates un peu long , mais j'apprécie quand même la qualité d'autre service et la disponibilité des produits raisonnables à tous les budgets , merci Cdiscount :*",10/11/2018,5,,,
PETSY,,10/11/2018,4,,,
benjamin caisso,"Nickel, je n'ai jamais eu de problème avec ce site hormis le Marketplace !",10/11/2018,5,,,
DOMINIQUE BOUCHET,,10/11/2018,1,Réponse : Cdiscount,12/11/2018,"Bonjour Dominique, Pourquoi compliqué  ? Quels sont vos points bloquants ? MerciLéa"
